gr_id,work_item_id,role,ac_count,spec_word_count,dep_count,dep_total_pyi_lines,first_attempt_passed,retry_count,gate_label_on_first_fail,locked
GR-019,062e4fe6-0623-4f9b-b83c-e889a20807b2,interface_architect,6,201,1,35,True,0,,True
GR-019,1c56bb97-5628-4923-9e8b-f5ff0234cd07,implementer,8,232,3,149,False,1,inner_mypy,True
GR-019,33596f34-2856-4c12-9bfa-51cac8b346a1,interface_architect,8,232,3,149,True,0,,True
GR-019,3dc53d5f-2472-4f43-97e1-24442bb58b19,interface_architect,6,165,3,149,True,0,,True
GR-019,45c0d67b-330f-4623-93b5-c7b534e495b7,test_author,6,165,3,149,True,0,,True
GR-019,486400b1-93dd-4ebd-87a6-9c437bd363b9,interface_architect,5,121,1,125,True,0,,True
GR-019,5caba0dc-3da7-4ddc-80d5-b5c87e170067,test_author,8,232,3,149,True,0,,True
GR-019,5d9ad37c-3d3d-4e55-b15a-8e6874c49c05,interface_architect,9,293,0,0,True,0,,True
GR-019,6f24b500-e6cc-4776-93c7-cec1b7fafbce,test_author,6,265,1,14,True,0,,True
GR-019,7de9a3dd-8114-475d-909d-ae5c1153b408,test_author,4,216,1,14,True,0,,True
GR-019,7f435ae6-c7c7-4562-83a4-c957b2652186,implementer,9,293,0,0,True,0,,True
GR-019,a034d757-6d3a-46bf-b437-9f5b9e27d521,test_author,9,293,0,0,True,0,,True
GR-019,b0a648ef-8a14-4afa-977f-523c281c927c,interface_architect,6,265,1,14,False,1,inner_import_check,True
GR-019,d045b1d7-d8d3-4cdf-a73d-685b8cd9deca,implementer,6,165,3,149,True,0,,True
GR-019,d61e4413-36a0-4e30-95fe-5df404049433,interface_architect,4,216,1,14,False,1,inner_import_check,True
GR-019,d75ba24b-050c-46e6-8768-3f7780816bb3,unknown,4,216,1,14,False,1,inner_pytest,False
GR-019,f6409a72-1ed5-451c-a8b6-66b46917ca50,unknown,6,248,2,139,True,0,,False
GR-019,f8e065d7-7b29-467d-add6-9a4080e7a7f3,unknown,6,265,1,14,True,0,,False
GR-019,ff89dbe6-b1fb-4693-93a2-b48d8b376a86,unknown,5,121,1,125,True,0,,False
GR-020,0e055715-2eeb-44e9-ac36-64d82963943e,test_author,8,232,3,92,True,0,,True
GR-020,103b49de-7f1d-4086-8005-22b6954687be,test_author,6,165,3,92,True,0,,True
GR-020,11590716-dfdb-4b29-aad5-2d5a18c98036,implementer,6,265,1,40,True,0,,True
GR-020,16e9c3e7-540e-49ab-b636-8a4d36a2cac7,interface_architect,6,265,1,40,False,2,inner_import_check,True
GR-020,23097911-1446-4d84-a8e0-8a6cdf324966,test_author,6,201,2,47,True,0,,True
GR-020,2a3f13f6-54c7-4b5b-9d26-5dcb9a712abd,implementer,6,248,2,82,True,0,,True
GR-020,3033f7bf-7bdf-4dc8-aac0-d656ac6a1d0b,implementer,6,165,3,92,True,0,,True
GR-020,4ee5de20-6571-4546-8ec3-9f0d15b07c06,implementer,8,232,3,92,True,0,,True
GR-020,502dbc74-6490-4510-a027-5318582d7c6c,test_author,6,248,2,82,True,0,,True
GR-020,5ce518a3-d2ca-4e55-80f8-6c4e59a0cbbe,implementer,4,216,1,40,True,0,,True
GR-020,660383b3-99b6-453a-894d-3193192d884d,interface_architect,4,216,1,40,False,1,inner_import_check,True
GR-020,7616c77b-1382-4022-8ad4-a4e0933fb54b,interface_architect,5,121,1,42,False,1,inner_import_check,True
GR-020,76d61239-9bf6-4db2-ba8e-61a253db69ea,test_author,9,293,0,0,True,0,,True
GR-020,7f1b49b2-1b18-491e-bbf2-c3aeea3849ff,interface_architect,6,165,3,92,False,1,inner_import_check,True
GR-020,7f575e8c-d166-4638-bb7e-a28db4992ab9,test_author,6,265,1,40,True,0,,True
GR-020,87c5a7fd-6520-4425-8f5d-72991fb45e0e,test_author,4,216,1,40,True,0,,True
GR-020,9206e25d-0fa0-486a-8e03-9557ca35da50,interface_architect,9,293,0,0,True,0,,True
GR-020,97e4061f-cc87-42c3-b9a6-f8acf331ffc8,implementer,5,121,1,42,True,0,,True
GR-020,b27dbd3d-e231-4104-9a48-45c51343c3d8,interface_architect,6,201,2,47,True,0,,True
GR-020,c8ddd3fe-cac5-44dd-9d93-edaf581ac22a,implementer,9,293,0,0,True,0,,True
GR-020,cbfd23db-1e9a-439d-bcb6-4036bc6c6699,interface_architect,6,248,2,82,True,0,,True
GR-020,d112c0fd-4924-4a48-bd3b-3e70aaba45cc,interface_architect,8,232,3,92,False,1,inner_import_check,True
GR-020,de161625-6189-42cd-a9d3-029687c72346,implementer,6,201,2,47,False,1,inner_mypy,True
GR-020,eda3c15d-a60c-477e-bd1a-0f5903d5c727,test_author,5,121,1,42,True,0,,True
